cls,x1,x2
0,-1.006346364,0.802529482
0,0.502830276,1.770565628
0,0.267022915,2.327454894
0,-0.323242654,-0.925155834
0,0.782764019,0.114421293
0,0.509821698,0.308639053
0,0.48282085,-0.811783616
0,0.18712163,1.202484359
0,0.101338631,0.102703829
0,0.128517335,-1.917153617
0,0.387917536,-0.301622305
0,-0.015542626,0.240554037
0,0.019800226,-2.249066242
0,0.648055002,-2.844952572
0,0.837548745,-0.430808666
0,0.331208164,-0.083505163
0,0.183821564,0.692376191
0,-0.445243322,-0.097263816
0,0.349213941,0.077444548
0,-0.268009662,0.324597774
0,-0.127859176,0.990769647
0,0.372048519,0.987959366
0,-0.161705976,-0.788842332
0,-0.407882259,-1.288874697
0,0.327854141,0.919530397
0,-0.455553213,-0.846606075
0,-0.43854444,-0.676295784
0,-0.086299279,1.09704699
0,-0.102718538,-1.155741803
0,0.197993727,1.614931148
0,-0.189422549,-0.343665458
0,-0.500410511,1.355858284
0,0.145413761,0.879170937
0,0.110838214,-0.479665598
0,0.560843921,-1.241578296
0,-0.462554498,-0.532238685
0,0.440755693,1.300648373
0,0.326928628,-0.036938036
0,0.134485553,0.780864016
0,0.219306946,-0.220734301
0,0.805098438,-2.122351837
0,-0.184961892,0.451693279
0,-0.530542218,-0.026211528
0,-0.32763251,-0.343261148
0,0.808968045,-0.432519758
0,0.385817033,-0.476350027
0,-0.107370106,-1.136611082
0,0.345742935,2.482916749
0,-0.001679205,-0.667687371
0,0.179135418,3.068419438
0,0.111627072,-1.360170271
0,0.69551962,0.022567889
0,-0.119322204,-0.541274174
0,-0.560625332,0.180629293
0,-0.545085833,1.097242744
0,-0.046087476,0.061675897
0,0.011920285,1.754595012
0,-0.1139333,-1.32576772
0,-0.551448401,1.935117944
0,-0.033938447,-1.412696996
0,-0.382190514,0.374668024
0,-0.494640534,0.397200522
0,-0.023500393,-0.060660135
0,-0.764290585,0.026227308
0,-0.536177114,-0.019817131
0,0.524087745,0.771167161
0,0.419785408,-0.103634604
0,-0.00724935,-0.403263481
0,0.829416341,-0.407627994
0,-0.167970004,0.24212996
0,0.24113912,1.867743993
0,0.167444401,-1.195088128
0,0.337808569,0.790802476
0,-0.485443863,-2.598042977
0,0.362505965,0.516287285
0,-0.635297463,-1.639042942
0,0.639843439,-0.855276264
0,0.169004736,0.52571589
0,0.579799191,0.329605048
0,0.458773639,0.81237196
0,-0.121300612,-0.947164899
0,-0.366939334,0.529871405
0,-0.083494573,0.872244909
0,0.319089168,-1.912945402
0,0.968961632,0.803527908
0,0.496325183,0.084402813
0,0.14196404,0.338359477
0,0.778265416,1.567541092
0,0.368464825,0.728207215
0,0.690184685,0.014824222
0,0.837778385,-1.850823717
0,-0.349715191,1.334065512
0,-1.353530946,0.2360997
0,1.146568089,-0.33875059
0,-0.683188801,-1.443871112
0,0.433145317,-0.640406625
0,0.105508371,2.280320658
0,0.200414107,0.00122215
0,0.562894031,0.448937012
0,-0.320038711,1.112857308
0,-0.181134648,-0.04865142
0,0.344028852,-0.372098214
0,-0.539578685,-0.577566808
0,-0.465213085,0.003893926
0,0.233552936,-1.273859559
0,0.103462113,-0.250239083
0,0.033258869,4.368857139
0,-0.807705002,-1.188730542
0,-0.404128226,1.218252475
0,-0.77643111,0.488947778
0,-0.628210302,-1.009836116
0,-0.161854428,-0.03113564
0,-0.419953971,-0.411012336
0,0.836613158,2.122787189
0,0.5733755,0.56966447
0,-0.832058828,0.712023124
0,-0.776043834,0.754073341
0,0.076518333,-0.220900399
0,0.123239904,1.506672593
0,0.127903424,0.176857129
0,0.583892519,0.928888637
0,-0.08950514,1.178844997
0,0.772645213,-0.592405363
0,-0.219847245,1.366177449
0,-0.39526873,-1.074045401
0,0.279207073,-1.255127375
0,-0.652530921,-0.759748685
0,0.075158836,2.835011136
0,-0.248291575,1.551744372
0,-0.179096585,1.414158073
0,0.536374697,0.302781044
0,-0.095698264,-0.275544938
0,0.085881798,-0.131333128
0,0.880764797,-0.260943721
0,0.793250105,0.812042349
0,0.080674322,0.876866054
0,-0.214585254,0.5308595
0,0.597520713,0.386953296
0,0.358014199,0.719805543
0,0.19392381,1.090875308
0,-0.121217555,-1.783213962
0,-0.911431138,-0.319082296
0,-0.045841008,-1.425388812
0,-0.196196016,1.444354619
0,0.328165221,0.358293284
0,0.409405551,1.12763839
0,0.377801826,-0.345321503
0,-0.564759144,0.177800083
0,0.079745755,-0.884028953
0,0.844395741,0.912589426
0,-0.797872215,-0.497580376
0,-0.188824986,-0.092766154
0,-0.216534909,0.47549967
0,0.312816235,0.986128965
0,-0.288627833,0.157595969
0,0.029045189,-0.096586506
0,0.372402491,-0.725004573
0,-0.079566814,0.964413956
0,0.040347627,1.058634997
0,0.60063829,0.380015789
0,-0.883514319,0.159920271
0,-1.098227552,-0.202905313
0,-0.761718305,-1.001649796
0,0.151235914,-0.139187788
0,1.085267168,2.454955254
0,-0.485570208,-0.814356117
0,1.232086722,-0.031882877
0,0.534689648,0.520472904
0,0.858970971,-0.588468736
0,0.616707549,1.230603321
0,-0.138077704,1.113507954
0,-0.079500699,-0.546046262
0,0.138904553,0.566028247
1,-1.36351803,-1.837834513
1,0.844577776,-2.008313603
1,-0.03652068,-2.442279392
1,-2.126546908,-1.017630047
1,2.155746226,-1.14517397
