勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/11~2019/09/26,中餐烹調專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/10/02~2019/12/18,中餐烹調專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/09~2019/12/16,網頁動畫行銷（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機7282~7290,2019/10/22~2020/03/26,電腦輔助機械設計製圖(AutoCAD＆SolidWorks)班(幼獅)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/05/15~2019/08/28,銲接實務(手工電銲、氬銲與CO2銲接)（幼獅） 
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4641162分機7282~7290,2019/05/28~2019/09/10,遊戲開發（幼獅）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/11~2019/09/26,時尚飲料輕食專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/10/22~2020/03/26,電腦數值控制-車銑複合機(幼獅)
勞動力發展署高屏澎東分署,勞動部勞動力發展署高屏澎東分署,(07)8210171,2019/10/17~2019/12/17,會展產業(MICE)人才培訓
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/09/17~2020/04/27,電腦輔助3D模具設計與產品實作
勞動力發展署高屏澎東分署,勞動部勞動力發展署高屏澎東分署,07-8210171,2019/05/23~2019/08/19,電腦輔助繪圖與3D列印創作
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/04/23~2019/08/15,手工電銲暨半自動電銲
勞動力發展署高屏澎東分署,勞動部發展署高澎屏東分署,07-8210171,2019/04/23~2019/07/02,國際貿易行銷
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/07/12~2019/12/31,綜合銲接
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/07/12~2019/09/02,網拍多媒體行銷
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/09/17~2020/03/13,機電控制
勞動力發展署高屏澎東分署,勞動部發展署高澎屏東分署,07-8210171,2019/09/17~2019/11/26,國際貿易行銷
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/07/08~2019/12/31,電腦數值控制與機械加工
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/07/12~2020/06/26,機電整合
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/07/12~2019/11/15,水電技術
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/07/12~2019/09/24,旅遊從業人員
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/10/25~2020/04/28,冷凍空調配線
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/05/13~2019/10/31,冷凍空調配線
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/07/12~2019/12/30,電腦輔助創意設計與製造
勞動力發展署高屏澎東分署,勞動部勞動力發展署高屏澎東分署,(07)8210171,2019/10/17~2020/04/27,電腦數值控制-CNC車床
勞動力發展署北基宜花金馬分署,北基宜花金馬分署,03-8242083,2019/08/05~2020/01/20,玉石研磨(花蓮)
勞動力發展署北基宜花金馬分署,基隆職業訓練場,02-24636805,2019/08/14~2020/02/17,銲接(基隆)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/09/25~2020/03/19,物聯網應用設計(泰山)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/10/14~2020/03/31,智動控制(泰山)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/11/29~2020/02/05,室內配線(五股)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/11/01~2020/04/22,電腦數值控制機械班(CNC)(泰山)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/11/11~2020/05/05,數位影音設計與行銷(泰山)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274 ,2019/10/18~2020/04/22,銲接(泰山)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89956399,2019/05/29~2019/07/31,自來水配管(五股)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/10/01~2020/03/23,冷凍空調技術應用(泰山)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/08/15~2020/02/18,機電整合(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/05/02~2019/10/29,數位圖文傳播-視覺設計(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/10/31~2020/05/07,電腦機械設計-文創產品(整合式訓練)(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/05/02~2019/12/12,雲端建置與管理(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/10/23~2020/04/24,機電整合(五股)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/05/06~2019/10/18,電機設計維修(泰山)
勞動力發展署北基宜花金馬分署,基隆職業訓練場,02-24636805,2019/09/17~2020/03/04,冷凍空調裝修(基隆)
勞動力發展署北基宜花金馬分署,基隆職業訓練場,02-24636805,2019/09/30~2020/03/19,珠寶飾品設計與製作(基隆)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89956399,2019/09/30~2019/11/29,自來水配管(五股)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/09/16~2020/03/05,PHP資料庫網頁設計(泰山)
勞動力發展署北基宜花金馬分署,宜蘭職業訓練場,03-9231295,2019/09/02~2020/02/19,水電(宜蘭)
勞動力發展署北基宜花金馬分署,花蓮職業訓練場,03-8242083,2019/09/03~2019/12/23,網路工程師(花蓮)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89956399,2019/10/31~2020/05/07,數位圖文傳播-文創商品(整合式訓練)(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/07/02~2019/12/17,電腦機構設計-3D列印與創意設計(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/04/23~2019/10/08,電腦機械設計(五股)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274 ,2019/04/26~2019/10/28,銲接(泰山)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/05/16~2019/10/29,電腦數值控制機械班(CNC)(泰山)
勞動力發展署北基宜花金馬分署,基隆就業中心-六堵分站,02-24515020,2019/07/15~2019/12/27,電腦輔助機械製圖(六堵) 
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/07/19~2019/12/31,網路架設實務應用(泰山)
勞動力發展署北基宜花金馬分署,基隆職業訓練場,02-24636805,2019/07/01~2019/12/12,珠寶飾品設計與製作(基隆)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/09/26~2020/03/17,智慧通訊聯網工程(泰山)
勞動力發展署中彰投分署,服務中心,04-23592181-1542,2019/04/29~2019/12/05,精密機械班
勞動力發展署中彰投分署,服務中心,04-23592181-1542,2019/04/29~2019/10/14,飾品設計與製造班
勞動力發展署北基宜花金馬分署,基隆職業訓練場,02-24636805,2019/06/03~2019/11/29,冷作(基隆)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/07/31~2019/09/30,室內配線(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/09/25~2020/03/24,智動化與機器人(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/08/28~2020/02/18,室內裝修設計實務(五股)
勞動力發展署北基宜花金馬分署,五股職業訓練場,02-89903676,2019/08/28~2020/02/27,水電(五股)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/09/10~2020/03/13,數位圖文傳播-網路圖影商品設計(泰山)
勞動力發展署中彰投分署,楊祐嘉,04-23592181-1224,2019/05/27~2019/11/11,CNC銑床班
勞動力發展署中彰投分署,服務中心,04-23592181#1541、1542、1268；嶺東科大：(04)2389-5637,2019/06/10~2019/08/28,移地訓練-視傳設計實務A
勞動力發展署中彰投分署,服務中心,04-23592181-1542,2019/04/29~2019/10/14,食品烘焙班
勞動力發展署中彰投分署,服務中心,04-23592181-1541、1542,2019/05/13~2019/10/28,CNC數控班
勞動力發展署中彰投分署,服務中心,04-23592181-1542,2019/04/29~2019/10/14,電子商務網站建置班
勞動力發展署中彰投分署,服務中心,(04)23592181#1541、1542、1263、1264,2019/07/01~2019/09/12,家具研發企畫青年專班
勞動力發展署中彰投分署,中彰投分署,(04)23592181#1541、1542、1263、1264,2019/07/01~2019/09/04,PLC可程式控制系統整合青年專班
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/05/13~2019/10/28,數位影音設計與行銷(泰山)
勞動力發展署北基宜花金馬分署,泰山職業訓練場,02-29018274,2019/07/26~2020/01/16,電腦模具設計(泰山)
勞動力發展署中彰投分署,服務中心,(04)23592181-1541.1542,2019/06/03~2019/11/18,工業電子班(太陽能光電設置)
勞動力發展署中彰投分署,畢仲昇,04-23592181-1233,2019/05/13~2019/10/28,室內水電技術(工程)班
勞動力發展署中彰投分署,服務中心,04-23592181-1542,2019/05/13~2019/12/19,電腦輔助機械製圖與製造班 
勞動力發展署中彰投分署,廖伯偟,04-23592181-1541.1542,2019/04/29~2019/10/14,二輪車輛修護班 (機車)
勞動力發展署中彰投分署,李坤潤,04-23592181-1220,2019/05/13~2019/10/28,塑膠模具實務設計（CAD/CAM）班
勞動力發展署中彰投分署,中彰投分署,(04)23592181#1541、1542、1263、1264,2019/05/27~2019/11/11,跨平台網站設置與應用班
勞動力發展署中彰投分署,服務中心,04-23592181#1541、1542、1266；亞洲大學：04-23323456#6259,2019/05/13~2019/08/01,移地訓練-食品烘焙A
勞動力發展署中彰投分署,服務中心,(04)23592181#1541、1542、1263、1262,2019/07/16~2020/03/02,建築物裝修木作班
勞動力發展署中彰投分署,服務中心,04-23592181#1541~1543,2019/07/16~2020/03/02,電腦輔助機械製圖與製造班
勞動力發展署中彰投分署,中彰投分署-勞動學苑(陳小姐),(04)7771678#25,2019/06/18~2019/09/23,移地訓練-室內空間設計實務班(勞動學苑)
勞動力發展署中彰投分署,勞動學苑 黃小姐,04-7771678#14,2019/05/14~2019/07/26,品牌形象設計暨3D列印實務班(勞動學苑)
勞動力發展署中彰投分署,勞動學苑 黃小姐,04-7771678#14,2019/05/14~2019/10/09,電腦輔助機械製圖班(A)(勞動學苑)
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/10/17~2019/12/27,旅遊從業人員
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/09/17~2019/11/22,物流從業人員
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/05/23~2019/07/26,物流從業人員
勞動力發展署高屏澎東分署,勞動部勞動力發展署高屏澎東分署,(07)8210171,2019/05/23~2019/07/24,會展產業(MICE)人才培訓
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/09/17~2020/03/18,室內及工業配線
勞動力發展署中彰投分署,服務中心,04-23592181-1541,2019/06/17~2019/11/29,電腦網路建置與維護班
勞動力發展署中彰投分署,服務中心,04-23592181-1542,2019/06/10~2019/10/01,飾品設計與製造(設計行銷)班
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/09/17~2020/03/12,網路管理與通信技術整合實務
勞動力發展署高屏澎東分署,勞動部發展署高澎屏東分署,07-8210171,2019/07/12~2019/09/20,國際貿易行銷
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/09/17~2020/03/12,智慧電子實務應用
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/07/12~2019/12/31,行動商務系統設計與開發
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/30~2019/09/11,倉管與堆高機操作（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署自辦訓練科,(03)485-5368分機1602到1640,2019/07/30~2019/11/13,基礎木工與室內裝修工程實務（桃園） 
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/09/16~2020/02/20,雲端數據及網管系統（幼獅）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/11~2019/09/26,星級旅館實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/09~2019/12/16,服飾創意實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368  轉分機 1602到1640,2019/07/09~2019/12/16,服裝樣版設計（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/05/28~2019/12/26,電腦輔助精密機械(幼獅)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4641162分機7282~7290,2019/05/16~2019/08/29,跨平台網頁程式設計(幼獅)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/10/03~2020/05/27,產業機電控制（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/09~2019/12/16,室內裝潢木工實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/09/04~2019/12/19,烘焙食品專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/09/04~2019/12/19,西餐烹調專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/09/02~2019/12/17,銲接實務(手工電銲、氬銲與CO2銲接)（幼獅） 
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/10/22~2020/05/18,電腦輔助精密機械(幼獅)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/09~2019/12/16,視覺傳達設計（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/10/02~2019/12/18,時尚飲料輕食專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/09/24~2019/11/07,倉管與堆高機操作（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/05/15~2019/08/28,烘焙食品專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/08/27~2019/12/26,國際物流運籌管理實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/09/16~2020/02/20,ERP企業資訊系統設計與手機應用（幼獅）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/06/11~2019/09/24,Java系統設計（幼獅）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368分機1654,2019/10/22~2020/03/26,工業機器人工程師(桃園)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/09/24~2019/12/20,國際貿易與採購ERP實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/08/28~2019/12/12,手感人氣烘焙飲料實務(西點蛋糕)(新竹)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉分機 1602到1640,2019/10/22~2020/03/26,工業配線與工業控制整合應用（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/09~2019/12/16,室內設計實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/09~2019/10/01,電工配線與可程式控制PLC基礎（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/09~2019/12/16,多媒體特效後製（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/05/07~2019/08/20,電腦繪圖美編實務（苗栗）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/05/15~2019/09/12,國際物流運籌管理實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/10/03~2020/03/10,綠色科技水電自動控制（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/05/15~2019/07/24,連鎖門市經營管理實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉分機 1602到1640,2019/05/22~2019/08/14,中西茶點實務班(中式麵食)(新竹)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/09/04~2019/12/19,創意漆作實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉分機 1602到1640,2019/07/09~2019/12/16,智慧節能水電自動控制(桃園)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/09~2019/12/16,冷凍空調節能（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉分機 1602到1640,2019/07/11~2019/12/18,綠能與節能實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/05/23~2019/08/15,異國風味料理(苗栗)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/05/24~2019/08/16,電腦輔助工業繪圖(inventor)(北桃園)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/09/04~2019/12/19,手機程式開發與網頁資料庫應用（幼獅）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/07/09~2019/12/16,嵌入式Android系統（幼獅）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/07/18~2019/12/25,物聯網開發與行動裝置應用(幼獅)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4641162分機7282~7290,2019/09/10~2019/12/25,跨平台網頁程式設計(幼獅)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/07/09~2019/12/16,智慧型機器人與圖控整合應用（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/06/11~2019/07/24,倉管與堆高機操作（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉分機 1602到1640,2019/10/02~2019/12/18,民宿管理實務（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉分機 1602到1640,2019/10/03~2020/03/10,工業管路暨室內配線（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機 1602到1640,2019/10/22~2020/03/26,可程式控制PLC工程師（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/05/15~2019/08/28,西餐烹調專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/11~2019/09/26,中餐烹調專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/10/02~2019/12/18,中餐烹調專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/09~2019/12/16,網頁動畫行銷（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368 轉分機7282~7290,2019/10/22~2020/03/26,電腦輔助機械設計製圖(AutoCAD＆SolidWorks)班(幼獅)
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/05/15~2019/08/28,銲接實務(手工電銲、氬銲與CO2銲接)（幼獅） 
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4641162分機7282~7290,2019/05/28~2019/09/10,遊戲開發（幼獅）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)4855368轉1602到1640,2019/07/11~2019/09/26,時尚飲料輕食專業（桃園）
勞動力發展署桃竹苗分署,桃竹苗分署,(03)464-1162分機7282到7290,2019/10/22~2020/03/26,電腦數值控制-車銑複合機(幼獅)
勞動力發展署高屏澎東分署,勞動部勞動力發展署高屏澎東分署,(07)8210171,2019/10/17~2019/12/17,會展產業(MICE)人才培訓
勞動力發展署高屏澎東分署,高屏澎東分署,(07)8210171,2019/09/17~2020/04/27,電腦輔助3D模具設計與產品實作
勞動力發展署高屏澎東分署,勞動部勞動力發展署高屏澎東分署,07-8210171,2019/05/23~2019/08/19,電腦輔助繪圖與3D列印創作
勞動力發展署高屏澎東分署,高屏澎東分署,07-8210171,2019/04/23~2019/08/15,手工電銲暨半自動電銲
