ID,Length_cm,Weight_g,Species,Scientific Name,Inspector,Measurement Date
64,87.0,6473.0,Gentoo penguin,Pygoscelis papua,Charpentier,1990/9/27
65,37.0,1091.0,Little penguin,Eudyptula minor,Alisha,1990/9/27
66,46.0,2777.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1991/6/14
90,51.0,1857.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1991/6/21
67,30.0,759.0,Little penguin,Eudyptula minor,Antisthenes,1991/3/3
68,87.0909090909091,5543.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/3/27
69,102.0,8249.0,Gentoo penguin,Pygoscelis papua,Raymond,1991/6/15
70,31.0,1209.0,Little penguin,Eudyptula minor,Alisha,1990/9/17
77,50.0,3358.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1990/9/4
71,68.0,8138.0,Gentoo penguin,Pygoscelis papua,Raymond,1991/3/27
72,35.0,3242.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1990/12/23
73,61.0,4073.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1990/9/2
74,75.0,3922.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1990/12/30
75,48.34615384615385,842.0,Galapagos penguin,Spheniscus mendiculus,Raymond,1991/6/16
76,33.0,1227.0,Little penguin,Eudyptula minor,Janet,1990/12/10
78,64.02564102564102,5846.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1990/12/29
79,46.0,2800.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/12/9
80,51.0,806.0,Little penguin,Eudyptula minor,Elbert,1991/6/25
81,48.0,4379.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1991/3/21
82,48.0,2152.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1990/9/7
83,59.0,4877.0,Chinstrap penguin,Pygoscelis antarcticus,Janet,1990/9/16
84,54.0,2327.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1990/12/7
85,52.0,2226.0,Galapagos penguin,Spheniscus mendiculus,Raymond,1991/3/5
86,35.0,2453.0,Galapagos penguin,Spheniscus mendiculus,Antisthenes,1990/12/31
87,48.0,4043.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1990/12/2
88,73.0,7563.0,Gentoo penguin,Pygoscelis papua,Antisthenes,1991/3/15
89,50.0,2820.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1990/12/21
91,34.0,1952.0,Galapagos penguin,Spheniscus mendiculus,Janet,1991/3/2
92,66.0,5024.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1990/12/28
93,33.0,781.0,Little penguin,Eudyptula minor,Raymond,1991/6/25
94,38.0,790.0,Little penguin,Eudyptula minor,Antisthenes,1990/12/12
95,41.0,1107.0,Little penguin,Eudyptula minor,Bannier,1990/12/1
96,51.0,4363.075,Chinstrap penguin,Pygoscelis antarcticus,Raymond,1990/9/1
97,47.0,2701.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/12/8
98,51.0,3929.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1990/9/20
99,46.0,2329.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1990/12/21
100,63.0,2145.0,Galapagos penguin,Spheniscus mendiculus,Janet,1990/12/24
101,67.0,5906.0,Gentoo penguin,Pygoscelis papua,Raymond,1990/12/30
102,111.0,5006.0,Gentoo penguin,Pygoscelis papua,Elbert,1991/3/26
103,79.0,4720.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1991/3/24
104,53.0,1140.0,Little penguin,Eudyptula minor,Elbert,1991/6/14
105,108.0,8348.0,Gentoo penguin,Pygoscelis papua,Charpentier,1991/6/16
106,112.0,8630.0,Gentoo penguin,Pygoscelis papua,Alisha,1990/9/27
108,75.0,8051.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/6/15
109,37.0,2844.0,Galapagos penguin,Spheniscus mendiculus,Antisthenes,1990/12/31
110,79.0,6130.0,Gentoo penguin,Pygoscelis papua,Janet,1990/12/19
111,46.0,3088.0,Galapagos penguin,Spheniscus mendiculus,Janet,1990/12/18
112,53.0,2132.0,Galapagos penguin,Spheniscus mendiculus,Elbert,1991/6/8
113,56.0,5632.0,Chinstrap penguin,Pygoscelis antarcticus,Janet,1991/3/29
114,89.0,8488.0,Gentoo penguin,Pygoscelis papua,Elbert,1990/9/3
115,86.0,7423.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/3/25
116,69.0,3626.0,Chinstrap penguin,Pygoscelis antarcticus,Janet,1991/6/26
117,67.0,4864.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1991/3/24
118,47.0,3868.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1991/3/23
119,46.0,3011.0,Galapagos penguin,Spheniscus mendiculus,Raymond,1991/6/21
120,61.0,5269.0,Gentoo penguin,Pygoscelis papua,Raymond,1990/12/5
121,50.0,5546.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1990/9/11
122,82.0,8593.0,Gentoo penguin,Pygoscelis papua,Alisha,1991/3/3
123,79.0,3425.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1991/3/6
124,52.0,2332.3414634146343,Galapagos penguin,Spheniscus mendiculus,Janet,1991/6/11
125,44.0,910.0,Little penguin,Eudyptula minor,Raymond,1991/3/27
127,39.0,991.1688311688312,Little penguin,Eudyptula minor,Elbert,1990/9/20
128,60.0,5285.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/9/17
129,47.0,1124.0,Little penguin,Eudyptula minor,Antisthenes,1991/6/2
130,47.0,1222.0,Little penguin,Eudyptula minor,Raymond,1990/12/9
131,84.0,5684.0,Gentoo penguin,Pygoscelis papua,Elbert,1991/6/8
132,48.34615384615385,813.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/12/25
133,48.0,4363.075,Chinstrap penguin,Pygoscelis antarcticus,Janet,1991/3/2
134,62.0,2198.0,Galapagos penguin,Spheniscus mendiculus,Elbert,1990/12/17
135,76.0,4248.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1991/3/28
136,53.0,4247.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1991/3/5
137,87.0909090909091,7528.0,Gentoo penguin,Pygoscelis papua,Charpentier,1990/9/29
138,79.0,5272.0,Gentoo penguin,Pygoscelis papua,Elbert,1990/9/16
139,62.0,2547.0,Galapagos penguin,Spheniscus mendiculus,Janet,1990/9/24
140,79.0,4514.0,Chinstrap penguin,Pygoscelis antarcticus,Janet,1991/6/13
141,41.0,2352.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1990/9/6
142,35.0,2249.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1991/6/24
143,48.0,1209.0,Little penguin,Eudyptula minor,Alisha,1990/12/11
144,60.0,2793.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1990/12/27
145,65.0,5871.0,Gentoo penguin,Pygoscelis papua,Bannier,1990/9/28
146,46.0,2496.0,Galapagos penguin,Spheniscus mendiculus,Elbert,1991/6/18
147,54.0,1782.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/6/4
148,55.0,772.0,Little penguin,Eudyptula minor,Elbert,1990/12/3
149,110.0,7542.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/6/11
150,79.0,3459.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/9/11
152,62.0,5571.0,Chinstrap penguin,Pygoscelis antarcticus,Janet,1990/9/11
153,44.0,1129.0,Little penguin,Eudyptula minor,Antisthenes,1990/12/5
154,72.0,5731.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1990/9/8
155,58.0,3385.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1991/6/18
156,82.0,5564.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/12/12
157,45.0,5262.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/12/31
158,51.0,2058.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1990/12/28
159,98.0,8213.0,Gentoo penguin,Pygoscelis papua,Bannier,1990/12/22
160,54.0,3964.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1990/9/19
161,55.0,4806.0,Chinstrap penguin,Pygoscelis antarcticus,Raymond,1990/9/14
162,40.0,2327.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1990/9/22
163,104.0,6209.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/6/14
164,60.0,4892.0,Chinstrap penguin,Pygoscelis antarcticus,Janet,1990/9/10
165,50.0,2543.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1991/6/27
166,49.0,842.0,Little penguin,Eudyptula minor,Janet,1990/12/9
167,92.0,8403.0,Gentoo penguin,Pygoscelis papua,Charpentier,1991/6/13
168,53.0,1128.0,Little penguin,Eudyptula minor,Elbert,1990/9/5
169,109.0,7356.0,Gentoo penguin,Pygoscelis papua,Janet,1990/12/26
170,31.0,1049.0,Little penguin,Eudyptula minor,Elbert,1991/3/16
171,96.0,8165.0,Gentoo penguin,Pygoscelis papua,Bannier,1990/12/20
172,48.34615384615385,1007.0,Galapagos penguin,Spheniscus mendiculus,Raymond,1990/12/5
173,46.0,2111.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/12/18
174,64.02564102564102,4919.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1990/9/26
175,47.0,1767.0,Galapagos penguin,Spheniscus mendiculus,Elbert,1991/6/28
176,87.0909090909091,7048.0,Gentoo penguin,Pygoscelis papua,Elbert,1991/6/24
177,80.0,7307.0,Gentoo penguin,Pygoscelis papua,Bannier,1990/9/23
178,31.0,923.0,Little penguin,Eudyptula minor,Charpentier,1990/9/25
179,48.0,1298.0,Little penguin,Eudyptula minor,Bannier,1990/9/19
180,30.0,818.0,Little penguin,Eudyptula minor,Antisthenes,1991/3/9
181,48.0,1052.0,Little penguin,Eudyptula minor,Elbert,1991/3/22
182,72.0,8563.0,Gentoo penguin,Pygoscelis papua,Alisha,1991/3/13
183,87.0909090909091,6633.0,Gentoo penguin,Pygoscelis papua,Raymond,1991/3/13
184,46.0,2730.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/6/10
185,63.0,2332.3414634146343,Galapagos penguin,Spheniscus mendiculus,Antisthenes,1991/3/17
186,85.0,6733.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/6/22
187,58.0,2785.0,Galapagos penguin,Spheniscus mendiculus,Janet,1990/12/11
188,101.0,8262.0,Gentoo penguin,Pygoscelis papua,Raymond,1991/3/5
189,45.0,714.0,Little penguin,Eudyptula minor,Raymond,1991/6/4
190,80.0,4470.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1990/12/22
191,76.0,4937.0,Gentoo penguin,Pygoscelis papua,Elbert,1990/12/31
192,71.0,5018.0,Gentoo penguin,Pygoscelis papua,Raymond,1991/6/14
193,81.0,7322.0,Gentoo penguin,Pygoscelis papua,Alisha,1990/12/18
194,55.0,2304.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/3/1
195,40.0,812.0,Little penguin,Eudyptula minor,Antisthenes,1990/12/11
196,41.0,2659.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/12/2
197,73.0,3592.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1991/3/26
198,100.0,7124.0,Gentoo penguin,Pygoscelis papua,Antisthenes,1990/12/15
199,57.0,2418.0,Galapagos penguin,Spheniscus mendiculus,Antisthenes,1990/9/7
200,86.0,8736.0,Gentoo penguin,Pygoscelis papua,Alisha,1990/9/22
201,48.0,4144.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1990/9/17
202,40.0,763.0,Little penguin,Eudyptula minor,Alisha,1991/6/8
203,92.0,5271.0,Gentoo penguin,Pygoscelis papua,Raymond,1990/9/19
204,42.0,2689.0,Galapagos penguin,Spheniscus mendiculus,Elbert,1991/6/26
205,65.0,5034.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1990/9/19
206,76.0,7658.0,Gentoo penguin,Pygoscelis papua,Charpentier,1990/9/28
207,55.0,2452.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1991/6/8
208,47.0,781.0,Little penguin,Eudyptula minor,Antisthenes,1990/12/27
209,47.0,2981.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1990/9/29
210,48.34615384615385,1092.0,Galapagos penguin,Spheniscus mendiculus,Janet,1991/6/4
211,73.0,3311.0,Chinstrap penguin,Pygoscelis antarcticus,Raymond,1990/9/21
212,72.0,3262.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/12/12
213,42.0,1144.0,Little penguin,Eudyptula minor,Raymond,1990/12/31
214,86.0,6027.0,Gentoo penguin,Pygoscelis papua,Charpentier,1991/3/14
215,48.34615384615385,1164.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/12/30
216,32.0,1282.0,Little penguin,Eudyptula minor,Elbert,1991/6/27
217,56.0,2045.0,Galapagos penguin,Spheniscus mendiculus,Elbert,1991/6/20
218,67.0,6336.0,Gentoo penguin,Pygoscelis papua,Raymond,1990/12/27
219,49.0,866.0,Little penguin,Eudyptula minor,Elbert,1991/3/5
221,51.0,1246.0,Little penguin,Eudyptula minor,Raymond,1991/3/10
222,51.0,4247.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1991/3/25
223,42.0,2859.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1990/9/26
224,67.0,6018.0,Gentoo penguin,Pygoscelis papua,Raymond,1991/3/1
225,35.0,971.0,Little penguin,Eudyptula minor,Raymond,1990/9/10
226,97.0,6876.202380952381,Gentoo penguin,Pygoscelis papua,Bannier,1991/3/19
227,40.0,726.0,Little penguin,Eudyptula minor,Charpentier,1991/3/14
228,76.0,3532.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1991/3/14
229,78.0,6038.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/3/8
230,55.0,1984.0,Galapagos penguin,Spheniscus mendiculus,Raymond,1990/9/7
231,87.0909090909091,6712.0,Gentoo penguin,Pygoscelis papua,Charpentier,1991/6/22
232,44.0,936.0,Little penguin,Eudyptula minor,Janet,1991/3/3
233,36.0,1002.0,Little penguin,Eudyptula minor,Charpentier,1991/6/21
234,55.0,3530.0,Chinstrap penguin,Pygoscelis antarcticus,Raymond,1990/9/12
235,97.0,5931.0,Gentoo penguin,Pygoscelis papua,Antisthenes,1990/9/26
236,52.0,3446.0,Chinstrap penguin,Pygoscelis antarcticus,Raymond,1991/6/14
237,33.0,766.0,Little penguin,Eudyptula minor,Alisha,1990/12/18
238,44.0,1281.0,Little penguin,Eudyptula minor,Raymond,1991/6/22
239,43.0,925.0,Little penguin,Eudyptula minor,Janet,1991/3/15
240,51.0,3025.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1990/9/21
241,89.0,9059.0,Gentoo penguin,Pygoscelis papua,Charpentier,1991/3/25
242,42.0,948.0,Little penguin,Eudyptula minor,Antisthenes,1990/9/3
243,75.0,5976.0,Gentoo penguin,Pygoscelis papua,Alisha,1991/6/10
244,36.0,2957.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/6/6
245,109.0,8523.0,Gentoo penguin,Pygoscelis papua,Charpentier,1990/9/11
246,41.0,1049.0,Little penguin,Eudyptula minor,Elbert,1990/9/14
247,48.0,2639.0,Galapagos penguin,Spheniscus mendiculus,Antisthenes,1991/3/10
248,35.0,1796.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/9/3
249,94.0,7643.0,Gentoo penguin,Pygoscelis papua,Alisha,1991/3/15
250,48.0,1198.0,Little penguin,Eudyptula minor,Elbert,1991/6/2
251,71.0,5537.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/9/3
252,89.0,6712.0,Gentoo penguin,Pygoscelis papua,Elbert,1990/12/23
253,51.0,726.0,Little penguin,Eudyptula minor,Elbert,1991/6/7
254,36.0,2121.0,Galapagos penguin,Spheniscus mendiculus,Janet,1991/6/17
255,64.0,6291.0,Gentoo penguin,Pygoscelis papua,Charpentier,1990/9/25
256,37.0,1141.0,Little penguin,Eudyptula minor,Raymond,1991/3/30
257,80.0,4768.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1990/9/9
259,51.0,1005.0,Little penguin,Eudyptula minor,Bannier,1990/9/10
260,58.0,2054.0,Galapagos penguin,Spheniscus mendiculus,Antisthenes,1990/12/23
261,53.0,5368.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1990/12/22
262,63.0,2970.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1990/9/7
263,53.0,2587.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/9/19
264,33.0,972.0,Little penguin,Eudyptula minor,Alisha,1991/6/23
265,82.0,3178.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1991/3/14
266,61.0,2975.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/3/27
267,54.0,2043.0,Galapagos penguin,Spheniscus mendiculus,Raymond,1990/9/22
268,33.0,831.0,Little penguin,Eudyptula minor,Bannier,1991/3/22
269,70.0,3371.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/12/13
270,111.0,8373.0,Gentoo penguin,Pygoscelis papua,Elbert,1991/6/21
271,44.0,2509.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1991/3/29
272,53.0,1299.0,Little penguin,Eudyptula minor,Antisthenes,1991/6/25
273,48.0,5340.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1990/12/31
274,42.0,995.0,Little penguin,Eudyptula minor,Raymond,1991/3/2
275,62.0,8055.0,Gentoo penguin,Pygoscelis papua,Alisha,1990/12/21
277,111.0,6876.202380952381,Gentoo penguin,Pygoscelis papua,Alisha,1991/3/21
278,36.0,1140.0,Little penguin,Eudyptula minor,Elbert,1990/12/1
279,73.0,6839.0,Gentoo penguin,Pygoscelis papua,Janet,1990/9/16
280,105.0,5158.0,Gentoo penguin,Pygoscelis papua,Janet,1991/6/13
281,54.0,5285.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1991/3/27
282,42.0,774.0,Little penguin,Eudyptula minor,Charpentier,1990/9/10
283,42.01315789473684,877.0,Little penguin,Eudyptula minor,Charpentier,1991/6/13
284,64.02564102564102,5694.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1990/9/4
285,54.0,3153.0,Chinstrap penguin,Pygoscelis antarcticus,Antisthenes,1991/3/22
286,66.0,5308.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1991/6/19
287,48.34615384615385,728.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1990/9/12
288,38.0,956.0,Little penguin,Eudyptula minor,Elbert,1990/9/11
289,63.0,6919.0,Gentoo penguin,Pygoscelis papua,Janet,1990/12/22
290,87.0909090909091,6080.0,Gentoo penguin,Pygoscelis papua,Raymond,1991/3/5
291,71.0,6432.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/6/23
292,112.0,6125.0,Gentoo penguin,Pygoscelis papua,Elbert,1991/6/19
293,45.0,3027.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1991/6/24
294,41.0,862.0,Little penguin,Eudyptula minor,Bannier,1990/9/7
295,48.0,2623.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/3/23
296,44.0,710.0,Little penguin,Eudyptula minor,Charpentier,1991/3/11
297,48.0,1914.0,Galapagos penguin,Spheniscus mendiculus,Janet,1990/9/24
298,100.0,8635.0,Gentoo penguin,Pygoscelis papua,Charpentier,1990/12/6
299,62.0,2180.0,Galapagos penguin,Spheniscus mendiculus,Elbert,1991/6/29
300,39.0,1124.0,Little penguin,Eudyptula minor,Antisthenes,1991/6/16
301,48.0,4205.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1990/9/16
302,53.0,805.0,Little penguin,Eudyptula minor,Elbert,1990/12/28
303,60.0,1902.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/6/12
304,55.0,1173.0,Little penguin,Eudyptula minor,Janet,1990/12/2
305,64.02564102564102,5215.0,Chinstrap penguin,Pygoscelis antarcticus,Bannier,1991/3/8
306,38.0,1857.0,Galapagos penguin,Spheniscus mendiculus,Janet,1991/3/9
307,50.0,1252.0,Little penguin,Eudyptula minor,Antisthenes,1991/6/15
308,56.0,2332.3414634146343,Galapagos penguin,Spheniscus mendiculus,Janet,1991/6/27
309,42.01315789473684,718.0,Little penguin,Eudyptula minor,Alisha,1991/3/2
310,45.0,1043.0,Little penguin,Eudyptula minor,Elbert,1991/3/24
311,54.0,3681.0,Chinstrap penguin,Pygoscelis antarcticus,Charpentier,1990/9/18
312,47.0,864.0,Little penguin,Eudyptula minor,Raymond,1990/12/14
313,88.0,6844.0,Gentoo penguin,Pygoscelis papua,Raymond,1990/12/13
314,50.0,2105.0,Galapagos penguin,Spheniscus mendiculus,Bannier,1991/6/15
315,33.0,953.0,Little penguin,Eudyptula minor,Elbert,1990/12/1
316,40.0,1135.0,Little penguin,Eudyptula minor,Janet,1990/12/4
317,37.0,976.0,Little penguin,Eudyptula minor,Bannier,1990/12/24
318,60.0,5226.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/9/10
319,101.0,7529.0,Gentoo penguin,Pygoscelis papua,Bannier,1991/3/1
320,48.34615384615385,843.0,Galapagos penguin,Spheniscus mendiculus,Charpentier,1991/6/16
321,74.0,4525.0,Chinstrap penguin,Pygoscelis antarcticus,Elbert,1990/12/19
322,36.0,1966.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/3/19
323,64.0,7654.0,Gentoo penguin,Pygoscelis papua,Alisha,1991/3/5
324,50.0,3758.0,Chinstrap penguin,Pygoscelis antarcticus,Alisha,1990/9/7
325,67.0,6841.0,Gentoo penguin,Pygoscelis papua,Elbert,1991/6/30
326,35.0,1183.0,Little penguin,Eudyptula minor,Janet,1991/3/26
327,54.0,2341.0,Galapagos penguin,Spheniscus mendiculus,Raymond,1990/9/6
328,40.0,2875.0,Galapagos penguin,Spheniscus mendiculus,Janet,1990/12/27
329,44.0,1958.0,Galapagos penguin,Spheniscus mendiculus,Alisha,1991/3/5
