109.12.20,N05,F0,雜柑-其他,104,台北二,24,16.8,11.1,17.1,746
109.12.20,N05,F1,雜柑-檸檬,104,台北二,53.6,24.5,10,27.4,1094
109.12.20,N05,F2,雜柑-金棗,104,台北二,40.6,37.3,36,37.7,204
109.12.20,N05,F4,雜柑-桔子,104,台北二,95,86.3,70,84.8,51
109.12.20,N05,F5,雜柑-無子檸檬,104,台北二,83.7,54.3,19.7,53.3,1169
109.12.20,N05,F9,雜柑-進口,104,台北二,382.2,108.7,74.1,156.4,75
109.12.20,N04,FA0,其他花類,104,台北二,100,100,100,100,10
109.12.20,N04,FA1,黃秋葵,104,台北二,138.8,71.8,31.1,77,339
109.12.20,N04,FB0,花椰菜-其他,104,台北二,55,46.6,15,42,177
109.12.20,N04,FB11,花椰菜-青梗,104,台北二,59.7,35.2,20.1,37.1,11855
109.12.20,N04,FC1,胡瓜-黑刺,104,台北二,34.7,26.9,19.3,26.9,3754
109.12.20,N04,FD0,花胡瓜-其他,104,台北二,85,80,70,79,125
109.12.20,N04,FD1,花胡瓜,104,台北二,61.9,50.6,39.1,50.5,6032
109.12.20,N04,FE1,冬瓜-白皮,104,台北二,17.2,14.3,9,13.8,1366
109.12.20,N04,FF0,絲瓜-其他,104,台北二,32.3,24.9,23.4,26.1,329
109.12.20,N04,FF1,絲瓜-絲瓜,104,台北二,43.8,27.1,15.9,28.2,4680
109.12.20,N04,FF2,絲瓜-角瓜,104,台北二,110,86.8,45,83.1,88
109.12.20,N04,FF4,絲瓜-長絲瓜,104,台北二,12,11.5,6,10.5,80
109.12.20,N04,FG0,苦瓜-其他,104,台北二,37.6,31.2,22.3,30.7,1398
109.12.20,N04,FG1,苦瓜-白大米,104,台北二,46.1,32.9,21.9,33.3,4413
109.12.20,N04,FG3,苦瓜-山苦瓜,104,台北二,45,45,45,45,28
109.12.20,N04,FG4,苦瓜-翠綠,104,台北二,63,60.4,60,60.8,61
109.12.20,N04,FH3,扁蒲-花蒲,104,台北二,22,15.1,10.4,15.5,807
109.12.20,N04,FH4,扁蒲-梨子蒲,104,台北二,30.1,24.2,14.7,23.5,1038
109.12.20,N04,FI1,茄子-胭脂茄,104,台北二,25,24.6,18,23.3,152
109.12.20,N04,FI2,茄子-麻荸茄,104,台北二,37.4,26.6,17.6,27,5821
109.12.20,N04,FI3,茄子-日本種,104,台北二,42,35.3,25,34.6,48
109.12.20,N04,FJ1,蕃茄-黑柿,104,台北二,45.6,33.3,18.4,32.8,2015
109.12.20,N04,FJ3,蕃茄-牛蕃茄,104,台北二,46.1,37.8,27.3,37.4,8951
109.12.20,N04,FK0,甜椒-其他,104,台北二,124.5,60,55,71.9,210
109.12.20,N04,FK3,甜椒-新香,104,台北二,39,14.2,12,18.8,48
109.12.20,N04,FK4,甜椒-彩色種,104,台北二,68.2,40.8,28.7,43.9,1881
109.12.20,N04,FK5,甜椒-青椒,104,台北二,42.6,31.4,25.5,32.4,3092
109.12.20,N04,FL1,豌豆-白花,104,台北二,110,105,100,105,24
109.12.20,N04,FL2,豌豆-紅花,104,台北二,113.1,97.2,78.1,96.6,645
109.12.20,N04,FL5,豌豆-豌豆苗,104,台北二,100.8,26,25.3,40.8,1342
109.12.20,N04,FL6,豌豆-甜豌豆,104,台北二,120.7,99.8,76.2,99.3,586
109.12.20,N04,FL9,豌豆-進口,104,台北二,90,90,90,90,32
109.12.20,N04,FM2,菜豆-青色,104,台北二,80,59.9,35.2,59,289
109.12.20,N04,FN1,敏豆-白豆,104,台北二,111.1,82.8,34.7,78.8,3509
109.12.20,N04,FN3,敏豆-粉豆,104,台北二,35,34.8,34,34.7,36
109.12.20,N04,FN4,敏豆-翼豆,104,台北二,15,12.6,12,13,307
109.12.20,N04,FN5,敏豆-醜豆,104,台北二,76.6,49.5,30.4,51.1,1640
109.12.20,N04,FP1,萊豆-豆莢,104,台北二,109,79.8,41.7,78,349
109.12.20,N04,FP2,萊豆-豆仁,104,台北二,135,128,100.7,124,43
109.12.20,N04,FP3,鵲豆-肉豆,104,台北二,62,61.3,58,60.8,10
109.12.20,N04,FQ1,毛豆-豆莢,104,台北二,55.8,46.8,31.9,45.7,362
109.12.20,N04,FQ2,毛豆-豆仁,104,台北二,159,116.2,110,123.5,318
109.12.20,N04,FR1,青花苔,104,台北二,65.8,39.1,22.2,41,11490
109.12.20,N04,FR2,青花苔-青花筍,104,台北二,133.2,88.5,63.9,92.5,297
109.12.20,N04,FR9,青花苔-進口,104,台北二,70,61.9,46.5,60.4,940
109.12.20,N04,FS1,越瓜,104,台北二,8,8,8,8,150
109.12.20,N04,FS2,越瓜-加工,104,台北二,40,40,40,40,20
109.12.20,N04,FT1,南瓜-木瓜形,104,台北二,25.8,20,15.1,20.2,3659
109.12.20,N04,FT2,南瓜-圓形,104,台北二,29.3,20.1,14.8,20.9,950
109.12.20,N04,FT3,南瓜-黃如意,104,台北二,105,61.3,28.2,63.4,51
109.12.20,N04,FT5,南瓜-青如意,104,台北二,72.9,51.1,22.5,49.7,1480
109.12.20,N04,FT6,南瓜-東昇,104,台北二,40,30.7,20,30.4,100
109.12.20,N04,FT7,南瓜-栗子,104,台北二,43.7,33.5,21.2,33.1,327
109.12.20,N04,FT9,南瓜-進口,104,台北二,39.1,24.8,6.9,24.1,492
109.12.20,N04,FU1,隼人瓜,104,台北二,19.7,16.3,11.7,16.1,689
109.12.20,N04,FU2,隼人瓜-瓜苗,104,台北二,92.1,78.9,54.7,76.7,1421
109.12.20,N04,FU3,石蓮花,104,台北二,25,22.5,20,22.5,24
109.12.20,N04,FV0,辣椒-其他,104,台北二,56,43.4,23.8,42,116
109.12.20,N04,FV1,辣椒-紅小,104,台北二,122.9,67.2,35.4,72,521
109.12.20,N04,FV2,辣椒-青小,104,台北二,45,34.2,17.9,33.1,42
109.12.20,N04,FV4,辣椒-朝天椒,104,台北二,107.6,97.3,76.1,95.1,646
109.12.20,N04,FV6,辣椒-糯米椒,104,台北二,80.1,49.1,31,51.7,600
109.12.20,N04,FW2,洛神花,104,台北二,30,20.2,15,21.1,71
109.12.20,N04,FX2,虎豆-福豆,104,台北二,80,69.2,36.4,64.8,89
109.12.20,N04,FY0,玉米-其他,104,台北二,27,22.9,16,22.3,1520
109.12.20,N04,FY3,玉米-超甜白,104,台北二,32.2,23.6,12.8,23.2,4705
109.12.20,N04,FY4,玉米-玉米筍,104,台北二,66.4,34,20.2,37.7,1096
109.12.20,N04,FY5,玉米-糯米(黑),104,台北二,27.7,22.7,12.6,21.6,3720
109.12.20,N04,FY6,玉米-甜軟殼,104,台北二,33.3,16.5,10.5,18.6,5708
109.12.20,N04,FY7,玉米-糯米(白),104,台北二,22,14.1,9,14.7,120
109.12.20,N04,FY9,玉米-進口,104,台北二,334.3,295.7,252.2,294.7,173
109.12.20,N04,FZ1,落花生-生落花生,104,台北二,50,50,42,48.4,143
109.12.20,N04,FZ2,落花生-熟落花生,104,台北二,90,90,90,90,54
109.12.20,N05,G2,黃金果,104,台北二,155.8,135.1,108.8,133.9,52
109.12.20,N05,G3,酪梨,104,台北二,140,75.8,64.5,86.4,723
109.12.20,N05,G49,奇異果-進口,104,台北二,93.4,67.1,18.6,62.6,1246
109.12.20,N05,G8,栗子,104,台北二,52,52,52,52,100
109.12.20,N05,H2,柚子-白柚,104,台北二,11.9,10,10,10.4,93
109.12.20,N05,H4,葡萄柚-紅肉,104,台北二,23,20.5,15,19.9,500
109.12.20,N05,H6,西施柚-西施柚,104,台北二,10,10,10,10,92
109.12.20,N05,I1,木瓜-網室紅肉,104,台北二,50.1,33.9,21.1,34.6,10371
109.12.20,N05,I4,木瓜-青木瓜,104,台北二,17,14.1,9,13.7,260
109.12.20,N05,K4,龍眼-龍眼乾帶殼,104,台北二,137.3,96.7,80,101.5,182
109.12.20,N04,LA1,甘藍-初秋,104,台北二,33,26.7,16.9,26,67737
109.12.20,N04,LA2,甘藍-改良種,104,台北二,28,22.8,15.5,22.4,4054
109.12.20,N04,LA6,甘藍-甘藍芽,104,台北二,74.2,57.3,47.5,58.7,300
109.12.20,N04,LA7,甘藍-改良尖,104,台北二,35,20.5,8.4,21,10544
109.12.20,N04,LA9,甘藍-進口,104,台北二,18,17.7,16,17.4,1800
109.12.20,N04,LB12,小白菜-土白菜,104,台北二,29,18.4,6.7,18.2,1718
109.12.20,N04,LB22,小白菜-蚵仔白,104,台北二,26.8,20.6,7.2,19.2,8632
109.12.20,N04,LB3,小白菜-奶油白,104,台北二,36.1,27,17.9,27,420
109.12.20,N04,LB8,小白菜-水耕,104,台北二,32,32,32,32,64
109.12.20,N04,LC0,包心白菜-其他,104,台北二,63.8,31,27.7,36.9,1970
109.12.20,N04,LC1,包心白菜-包白,104,台北二,26.8,19.9,15.4,20.4,20790
109.12.20,N04,LC3,包心白菜-包頭蓮,104,台北二,10.6,8.2,7.7,8.5,8666
109.12.20,N04,LC6,包心白菜-冬白芽,104,台北二,135,95.7,95,103.4,38
109.12.20,N04,LC9,包心白-進口,104,台北二,23,20.8,15.8,20.2,3655
109.12.20,N04,LD1,青江白菜-小梗,104,台北二,30.2,25.1,13.3,23.7,6376
109.12.20,N04,LD8,青江白菜-水耕,104,台北二,33,33,33,33,72
109.12.20,N04,LE1,皇宮菜-小葉,104,台北二,106.5,81.7,59.9,82.3,180
109.12.20,N04,LF2,蕹菜-小葉,104,台北二,72.7,60.8,42.4,59.5,1937
109.12.20,N04,LG2,芹菜-白梗,104,台北二,64.3,41.7,23.1,42.5,5457
109.12.20,N04,LG3,芹菜-西洋芹菜,104,台北二,35.2,28,27,29.2,819
109.12.20,N04,LG4,芹菜-山芹菜,104,台北二,45,45,45,45,34
109.12.20,N04,LG5,芹菜-芹菜管,104,台北二,86.7,51.9,26.4,53.8,1447
109.12.20,N04,LH1,菠菜-圓葉,104,台北二,66.1,47.3,32.2,48,6402
109.12.20,N04,LH2,菠菜-角葉,104,台北二,43,35.8,22.9,34.6,1711
109.12.20,N04,LI0,萵苣菜-其他,104,台北二,100,83.4,33.1,76.7,80
109.12.20,N04,LI1,萵苣菜-廣東萵,104,台北二,15,13.8,10,13.3,216
109.12.20,N04,LI2,萵苣菜-結球萵,104,台北二,38.9,28.5,14.6,27.8,2831
109.12.20,N04,LI3,萵苣菜-本島圓葉,104,台北二,40.9,24.8,16.6,26.4,1375
109.12.20,N04,LI4,萵苣菜-本島尖葉,104,台北二,45.8,34.1,20,33.6,2716
109.12.20,N04,LI5,萵苣菜-油麥菜,104,台北二,31.6,25.4,22.5,26.1,9634
109.12.20,N04,LI6,萵苣菜-蘿美,104,台北二,49.5,20.9,11.2,24.7,571
109.12.20,N04,LI7,萵苣菜-紅捲綠捲,104,台北二,30,18.2,10,18.9,36
109.12.20,N04,LI8,萵苣菜-水耕,104,台北二,60.3,53.1,36.3,51.2,1710
109.12.20,N04,LI9,萵苣菜-進口,104,台北二,20,20,20,20,180
109.12.20,N04,LJ1,芥菜-芥菜仁,104,台北二,39.5,25.2,22.4,27.5,760
109.12.20,N04,LJ3,芥菜-大芥菜,104,台北二,30.1,17.5,7.6,18,5192
109.12.20,N04,LJ4,芥菜-小芥菜,104,台北二,27.4,15.4,6.1,15.9,546
109.12.20,N04,LJ5,芥菜-翡翠娃娃菜,104,台北二,113.5,92.6,77.8,93.8,810
109.12.20,N04,LK2,芥藍菜,104,台北二,48,37,15.4,34.9,310
109.12.20,N04,LK3,芥藍菜-芥藍芽,104,台北二,117.8,58,35.6,65.5,2258
109.12.20,N04,LL1,茼蒿,104,台北二,64.4,49.6,37.7,50.2,14589
109.12.20,N04,LL2,茼蒿-山茼蒿,104,台北二,62,45.4,30.8,45.8,928
109.12.20,N04,LM1,莧菜-紅莧菜,104,台北二,65,53.1,35,51.9,80
109.12.20,N04,LM2,莧菜-白莧菜,104,台北二,83,47.7,35,52.2,209
109.12.20,N04,LN1,油菜,104,台北二,27.4,18,8.2,17.9,4053
109.12.20,N04,LO1,甘藷葉,104,台北二,51.7,34.3,19.3,34.8,6993
109.12.20,N04,LP1,芫荽,104,台北二,57.2,43.3,19.6,41.3,1795
109.12.20,N04,LP2,九層塔,104,台北二,62.2,30.7,15.8,34,1199
109.12.20,N04,LQ1,紅鳳菜-紅鳳菜,104,台北二,71.4,59.5,46.9,59.3,431
109.12.20,N04,LS1,茴香,104,台北二,55.2,43.8,37.6,44.9,210
109.12.20,N04,LT2,海菜-海帶,104,台北二,50,50,50,50,100
109.12.20,N04,LT3,海菜-水蓮,104,台北二,97.9,81,52.1,78.6,763
109.12.20,N04,LV1,巴西利,104,台北二,120,82.5,45,82.5,20
109.12.20,N04,LX1,蕨菜-過貓,104,台北二,55,55,55,55,38
109.12.20,N04,LX2,蕨菜-山蘇,104,台北二,74.7,61.9,56.7,63.4,436
109.12.20,N04,LZ2,藤川七-川七葉,104,台北二,61.1,42.4,40,45.6,93
109.12.20,N05,M3,楊桃-馬來亞種,104,台北二,37.4,33.7,19.9,31.7,702
109.12.20,N04,MA1,洋菇,104,台北二,150,128.2,61.6,119.2,139
109.12.20,N04,MA2,洋菇(盒)-盒裝,104,台北二,213.5,75.8,32.4,94.7,512
109.12.20,N04,MB1,草菇,104,台北二,100,100,62.8,92.6,43
109.12.20,N04,MC0,濕木耳-其他,104,台北二,35,35,35,35,10
109.12.20,N04,MC1,濕木耳,104,台北二,89.8,41.7,6,44.2,1250
109.12.20,N04,MD1,溼香菇,104,台北二,130.5,120,85.8,115.3,1195
109.12.20,N04,ME1,金絲菇,104,台北二,57.2,48.8,42,49.1,2505
109.12.20,N04,ME2,金絲菇(盒)-盒裝,104,台北二,15.6,10.4,10,11.4,2270
109.12.20,N04,MF1,蠔菇-鮑魚菇,104,台北二,50,26.1,15,28.7,205
109.12.20,N04,MG2,巴西蘑菇-盒裝,104,台北二,60,60,60,60,20
109.12.20,N04,MI1,秀珍菇,104,台北二,97,97,76.2,92.8,341
109.12.20,N04,MJ1,杏鮑菇,104,台北二,77.6,50.2,25.6,50.7,4147
109.12.20,N04,MJ2,杏鮑菇-盒裝,104,台北二,110,110,110,110,16
109.12.20,N04,MK1,鴻禧菇,104,台北二,138.4,38.9,33,57.6,474
109.12.20,N04,MK2,鴻禧菇-盒裝,104,台北二,30,30,30,30,300
109.12.20,N04,MN1,柳松菇,104,台北二,200,115,115,132,40
109.12.20,N04,MX1,其他菇類-其他菇類,104,台北二,83.7,25.3,22.6,36.4,1564
109.12.20,N05,O9,梨-進口,104,台北二,71.1,69.9,66.7,69.5,1485
109.12.20,N04,OA2,鹹菜-帶葉,104,台北二,30,30,30,30,800
109.12.20,N04,OB1,雪裡紅,104,台北二,30,30,30,30,240
109.12.20,N04,OC1,其他蔬菜,104,台北二,30,27.5,25,27.5,600
109.12.20,N04,OD1,蘿蔔乾,104,台北二,30,30,30,30,88
109.12.20,N04,OG2,熟筍-箭竹筍,104,台北二,80,80,80,80,100
109.12.20,N04,OI4,筍茸,104,台北二,30,30,30,30,180
109.12.20,N04,OL1,朴菜,104,台北二,30,30,30,30,72
109.12.20,N05,OW,梨-雪梨,104,台北二,59.5,32.7,12.6,34,9877
109.12.20,N04,OX1,其他蔬菜,104,台北二,49.5,28.3,15.9,30,3252
109.12.20,N05,P1,番石榴-珍珠芭,104,台北二,54.6,34,15.3,34.4,18026
109.12.20,N05,P3,番石榴-帝王芭,104,台北二,72.6,55.5,28.4,53.5,933
109.12.20,N05,Q0,蓮霧-其他,104,台北二,301.4,147.7,79,164.7,107
109.12.20,N05,Q1,蓮霧-紅蓮霧,104,台北二,109.7,63.9,35.5,67.4,10361
109.12.20,N05,Q2,蓮霧-子彈型,104,台北二,45,43.2,31.2,41.2,85
109.12.20,N05,Q4,蓮霧-巴掌蓮霧,104,台北二,200,170.5,120.7,166.4,28
109.12.20,N05,R0,芒果-其他,104,台北二,94.9,71.6,35,68.9,149
109.12.20,N05,R8,芒果-芒果青,104,台北二,18,18,18,18,48
109.12.20,N05,S1,葡萄-巨峰,104,台北二,103.7,55.2,28.1,59.5,4064
109.12.20,N05,S9,葡萄-進口,104,台北二,800,800,800,800,10
109.12.20,N04,SA32,蘿蔔-矸仔,104,台北二,17,12.6,8.9,12.8,28510
109.12.20,N04,SA42,蘿蔔-櫻桃,104,台北二,25,25,25,25,17
109.12.20,N04,SA6,蘿蔔-白玉蘿蔔,104,台北二,56.4,23,17,28.5,330
109.12.20,N04,SA7,蘿蔔-甜菜根,104,台北二,17,16.1,13.6,15.8,235
109.12.20,N04,SB1,胡蘿蔔-未洗,104,台北二,24.3,17,10.9,17.3,1156
109.12.20,N04,SB2,胡蘿蔔-清洗,104,台北二,26.2,17,9.5,17.4,11390
109.12.20,N04,SB9,胡蘿蔔-進口,104,台北二,14,14,14,14,200
109.12.20,N04,SC1,馬鈴薯-本產,104,台北二,38.8,33.1,27.1,33,1920
109.12.20,N04,SC9,馬鈴薯-進口,104,台北二,25,24.6,23,24.3,1725
109.12.20,N04,SD1,洋蔥-本產,104,台北二,17.8,12.5,9,12.9,2465
109.12.20,N04,SD9,洋蔥-進口,104,台北二,23.2,20.5,18.2,20.6,4490
109.12.20,N04,SE1,青蔥-日蔥,104,台北二,166.8,107.4,46.2,107,444
109.12.20,N04,SE2,青蔥-北蔥,104,台北二,22.6,19.9,13.7,19.2,860
109.12.20,N04,SE3,青蔥-大蔥,104,台北二,110,92.9,77.2,93.2,120
109.12.20,N04,SE4,青蔥-珠蔥,104,台北二,35,32.6,24.9,31.5,128
109.12.20,N04,SE5,青蔥-紅蔥頭,104,台北二,100,95,90,95,120
109.12.20,N04,SE6,青蔥-粉蔥,104,台北二,39.2,28,19.2,28.5,11846
109.12.20,N04,SF1,韭菜-白頭,104,台北二,150,121.2,100,122.7,496
109.12.20,N04,SF2,韭菜-韭菜黃,104,台北二,145,131.5,118.4,131.6,192
109.12.20,N04,SF3,韭菜-韭菜花,104,台北二,112.6,102.5,81.8,100.4,262
109.12.20,N04,SF4,韭菜-青頭,104,台北二,59.1,45,30.3,44.9,999
109.12.20,N04,SG2,大蒜-軟梗,104,台北二,131.9,100.6,38.3,94.4,3102
109.12.20,N04,SG4,大蒜-蔥蒜,104,台北二,45,39.6,38,40.3,60
109.12.20,N04,SG5,大蒜-蒜頭,104,台北二,120,95,70,95,40
109.12.20,N04,SG6,大蒜-蒜仁,104,台北二,185,173.8,170,175.3,883
109.12.20,N04,SG7,大蒜-蒜瓣,104,台北二,298.6,239.2,123,227.8,97
109.12.20,N04,SH2,竹筍-綠竹筍,104,台北二,50,50,50,50,14
109.12.20,N04,SH4,竹筍-孟宗筍,104,台北二,230,230,230,230,40
109.12.20,N04,SH5,竹筍-烏殼綠,104,台北二,84.5,38.7,27.9,45.7,420
109.12.20,N04,SH7,竹筍-去殼,104,台北二,45,37.5,30,37.5,80
109.12.20,N04,SI1,萵苣莖,104,台北二,28.2,24,16,23.2,920
109.12.20,N04,SJ2,芋-檳榔心芋,104,台北二,73.4,50.7,37.2,52.5,2045
109.12.20,N04,SJ4,芋-芋莖,104,台北二,16,16,16,16,20
109.12.20,N04,SK2,荸薺-加工,104,台北二,70,70,70,70,40
109.12.20,N04,SL1,豆薯,104,台北二,15,14.6,6.5,13.1,405
109.12.20,N04,SM9,牛蒡-進口,104,台北二,30,23.5,17,23.5,400
109.12.20,N04,SN1,蓮藕,104,台北二,53.1,33,10,32.5,590
109.12.20,N04,SO0,甘薯-其他,104,台北二,19.2,10.2,8,11.6,1225
109.12.20,N04,SO1,甘薯-臺農57號,104,台北二,24.2,14.6,7.4,15.1,3384
109.12.20,N04,SO2,甘薯-芋仔甘薯,104,台北二,13,13,11.4,12.7,322
109.12.20,N04,SO3,甘薯-臺農66號,104,台北二,13.4,10.2,5.6,9.9,3845
109.12.20,N04,SP0,薑-其他,104,台北二,25,25,16.7,23.3,45
109.12.20,N04,SP1,薑-老薑,104,台北二,60.9,44,25.6,43.7,2058
109.12.20,N04,SP2,薑-嫩薑,104,台北二,45.7,37.7,37,39.1,126
109.12.20,N04,SP3,薑-粉薑,104,台北二,52.3,33.6,20,34.6,1190
109.12.20,N04,SQ1,茭白筍-帶殼,104,台北二,107.3,77.3,33.2,74.5,659
109.12.20,N04,SQ3,茭白筍-去殼,104,台北二,192.9,144.6,74.4,140.2,720
109.12.20,N04,SS1,大心菜-帶葉,104,台北二,36.3,26.7,11.6,25.6,2684
109.12.20,N04,SU1,薯蕷-紅薯蕷,104,台北二,25,25,25,25,40
109.12.20,N04,SU2,薯蕷-白薯蕷,104,台北二,67.5,62.2,51.9,61.2,697
109.12.20,N04,SU3,薯蕷-樹薯,104,台北二,34.1,20.8,10,21.3,175
109.12.20,N04,SU9,薯蕷-進口,104,台北二,170,170,170,170,260
109.12.20,N04,SV1,蘆筍-白蘆筍,104,台北二,153.8,97.5,87,106.6,37
109.12.20,N04,SV2,蘆筍-綠蘆筍,104,台北二,327.8,229.6,144.5,232.2,83
109.12.20,N04,SV9,蘆筍-進口,104,台北二,270,270,270,270,20
109.12.20,N04,SW1,球莖甘藍,104,台北二,19.6,14.3,9.2,14.4,3808
109.12.20,N04,SX1,芽菜類-綠豆芽,104,台北二,12,12,12,12,1326
109.12.20,N04,SX2,芽菜類-黃豆牙,104,台北二,20,20,20,20,191
109.12.20,N04,SX3,芽菜類-豌豆嬰,104,台北二,70,69,43.1,64,78
109.12.20,N04,SX4,芽菜類-苜宿芽,104,台北二,50,50,50,50,99
109.12.20,N04,SZ3,金針筍,104,台北二,15,15,15,15,80
109.12.20,N04,SZ4,百合,104,台北二,480,480,346.7,453.3,30
109.12.20,N05,V2,甜瓜-溫室吊瓜,104,台北二,117.7,75.9,66.6,82.4,110
109.12.20,N05,W0,洋香瓜-其他,104,台北二,91.2,81.8,61,79.5,213
109.12.20,N05,W1,洋香瓜-網狀紅肉,104,台北二,28.8,17.9,11.2,18.7,1236
109.12.20,N05,W2,洋香瓜-網狀綠肉,104,台北二,69,42.2,18.2,42.8,1282
109.12.20,N05,X3,蘋果-惠,104,台北二,64.5,26.2,19.7,32.6,534
109.12.20,N05,X69,蘋果-富士(進口),104,台北二,154.8,88.3,28.9,89.7,7524
109.12.20,N05,Z3,柿子-柿餅,104,台北二,64.8,62.6,60,62.5,144
109.12.20,N05,Z39,柿餅-柿餅進口,104,台北二,395,169.6,133.3,207.4,135
109.12.20,N05,Z4,柿子-甜柿,104,台北二,130.9,84.5,42.5,85.4,3515
109.12.20,N05,Z5,柿子-筆柿,104,台北二,100,33,15,42.8,107
109.12.20,N06,rest,休市,105,台北市場,0,0,0,0,0
109.12.20,N05,11,椰子,109,台北一,14.6,10.7,10,11.3,655
109.12.20,N05,22,棗子,109,台北一,125.7,71.1,37.7,75.4,7035
109.12.20,N05,31,釋迦,109,台北一,86.9,66.9,49.2,67.4,4204
109.12.20,N05,32,釋迦-鳳梨釋迦,109,台北一,73.4,61.5,45.7,60.8,530
109.12.20,N05,45,草莓,109,台北一,189.8,123.5,55.4,123.1,3601
109.12.20,N05,459,草莓-進口,109,台北一,666.7,666.7,666.7,666.7,141
109.12.20,N05,50,百香果-其他,109,台北一,82.7,45,21.3,47.8,535
109.12.20,N05,51,百香果-改良種,109,台北一,61.3,22.8,14.3,28.8,1951
109.12.20,N05,61,甘蔗-帶皮,109,台北一,12,10,8,10,660
109.12.20,N05,70,小番茄-其他,109,台北一,68.6,47.7,36.4,49.6,1259
109.12.20,N05,71,小番茄-一般,109,台北一,35,35,35,35,30
109.12.20,N05,72,小番茄-聖女,109,台北一,79.8,40.2,25.3,45.1,11657
109.12.20,N05,74,小番茄-玉女,109,台北一,246.1,156.2,89.4,160.8,4323
109.12.20,N05,811,火龍果-白肉,109,台北一,51.9,39.9,29.4,40.2,4764
109.12.20,N05,812,火龍果-紅肉,109,台北一,46.2,38.2,27.5,37.7,10278
109.12.20,N05,839,櫻桃-進口,109,台北一,530.4,357.6,249.6,370.6,2637
109.12.20,N05,849,石榴-進口,109,台北一,66.7,66.7,66.7,66.7,400
109.12.20,N05,91,其他,109,台北一,114.4,55.6,6.3,57.5,684
109.12.20,N05,919,其他-進口,109,台北一,177.8,142.4,66.7,134.3,345
109.12.20,N05,A0,香蕉-其他,109,台北一,16.9,15.9,13.4,15.6,646
109.12.20,N05,A1,香蕉,109,台北一,22.2,17.6,13.3,17.6,23025
109.12.20,N05,A2,香蕉-芭蕉紅芭蕉,109,台北一,44,17.4,8.9,21,1963
109.12.20,N05,A3,香蕉-旦蕉,109,台北一,18,18,18,18,30
109.12.20,N05,B2,鳳梨-金鑽鳳梨,109,台北一,27.1,22.7,14.2,21.9,7985
109.12.20,N05,C0,椪柑(其他)-其他,109,台北一,120.9,66.3,21.2,68.2,4023
109.12.20,N05,C1,椪柑,109,台北一,48.3,34.9,16.8,33.9,50572
109.12.20,N05,C2,茂谷柑,109,台北一,42.9,29.1,14.8,29,1013
109.12.20,N05,C4,紅柑-美女柑,109,台北一,60.6,38,28.1,40.6,611
109.12.20,N05,C6,佛利檬-佛利檬,109,台北一,39.4,31.5,13.7,29.5,2450
109.12.20,N05,C9,椪柑-進口,109,台北一,400,400,400,400,100
109.12.20,N05,D1,桶柑-桶柑,109,台北一,50,37.1,35,39.3,756
109.12.20,N05,D2,海梨-海梨,109,台北一,20,17.2,15,17.3,270
